Date,Open,High,Low,Close,Volume
22-Nov-16,223.44,225.33,220.60,225.06,580158
21-Nov-16,219.52,222.15,218.83,222.15,656349
18-Nov-16,218.83,221.62,216.49,217.62,723535
17-Nov-16,224.55,225.00,219.97,220.16,554993
16-Nov-16,223.14,225.40,223.14,224.70,481385
15-Nov-16,223.02,224.32,219.57,223.89,594456
14-Nov-16,226.78,228.48,222.10,223.37,839377
11-Nov-16,227.67,229.88,214.26,226.58,2298981
10-Nov-16,222.73,229.60,222.20,227.25,1268208
9-Nov-16,210.01,225.18,209.97,220.26,1189341
8-Nov-16,210.02,212.66,208.82,211.55,433956
7-Nov-16,209.06,210.52,208.05,209.90,387506
4-Nov-16,205.13,208.75,204.90,205.25,592608
3-Nov-16,203.54,204.44,202.06,204.06,368112
2-Nov-16,204.46,205.33,202.63,203.55,490239
1-Nov-16,208.83,209.01,203.53,204.81,501214
31-Oct-16,209.25,209.91,207.95,208.12,485171
28-Oct-16,207.02,210.34,206.86,208.31,427797
27-Oct-16,209.56,209.56,204.93,206.41,403112
26-Oct-16,203.05,208.87,203.03,207.57,572754
25-Oct-16,204.27,204.52,201.94,203.08,489165
24-Oct-16,205.48,207.39,204.44,204.79,553043
21-Oct-16,203.36,204.71,202.35,203.76,739611
20-Oct-16,204.79,207.31,204.75,205.46,600870
19-Oct-16,205.45,206.70,203.33,205.00,901465
18-Oct-16,214.75,215.54,203.55,205.86,2037291
17-Oct-16,213.87,215.98,213.45,214.58,693903
14-Oct-16,214.12,215.87,212.85,214.21,398749
13-Oct-16,216.84,217.03,212.66,213.72,496599
12-Oct-16,216.61,218.45,215.68,218.06,627085
11-Oct-16,221.03,221.62,214.37,216.57,965976
10-Oct-16,224.86,226.16,222.41,223.40,433328
7-Oct-16,227.48,227.67,223.43,224.41,337094
6-Oct-16,225.03,228.44,223.98,228.09,417620
5-Oct-16,223.80,226.97,223.66,225.11,430656
4-Oct-16,226.25,226.96,221.64,222.31,386915
3-Oct-16,223.69,227.20,223.38,226.30,531192
30-Sep-16,221.75,226.30,221.20,224.84,491267
29-Sep-16,219.23,222.22,218.95,220.32,448604
28-Sep-16,218.34,219.47,216.17,219.27,337714
27-Sep-16,216.52,218.56,216.05,218.04,333627
26-Sep-16,215.10,217.44,214.54,216.52,494153
23-Sep-16,220.02,220.71,216.50,216.57,541117
22-Sep-16,220.18,221.46,219.52,220.50,353332
21-Sep-16,217.00,218.72,215.73,218.42,509288
20-Sep-16,221.36,221.43,216.59,216.59,415169
19-Sep-16,219.07,221.73,218.88,220.57,657027
16-Sep-16,226.17,227.08,215.20,218.23,1640505
15-Sep-16,223.57,228.57,222.17,227.94,564830
14-Sep-16,223.46,225.46,222.71,223.99,432874
13-Sep-16,229.09,229.85,222.06,222.08,635719
12-Sep-16,221.44,224.80,220.42,224.25,550297
9-Sep-16,226.88,227.72,222.44,222.45,905938
8-Sep-16,227.40,229.79,226.01,229.48,508978
7-Sep-16,227.77,227.97,225.41,227.65,567043
6-Sep-16,230.34,231.09,229.62,230.41,362786
